Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Gain
07.04.2025 15:53:58,07.04.2025 16:00:18,XAUUSD.STD,Buy,0.1,3025.33,3032.83,3031.29,3032.83,154,15.4,00:00:06:20,0.30%
07.04.2025 15:35:03,07.04.2025 15:35:19,XAUUSD.STD,Sell,0.1,3027.02,3019.52,3021,3019.52,148,14.8,00:00:00:16,0.29%
07.04.2025 15:16:15,07.04.2025 15:19:11,XAUUSD.STD,Buy,0.1,3023.24,3030.74,3029.24,3030.74,150,15,00:00:02:56,0.29%
07.04.2025 14:49:49,07.04.2025 14:57:00,XAUUSD.STD,Buy,0.1,3032.47,3039.97,3038.51,3032.47,-604,-60.4,00:00:07:11,-1.17%
07.04.2025 13:34:52,07.04.2025 14:06:19,XAUUSD.STD,Buy,0.1,3029.69,3037.19,3035.72,3037.19,147,14.7,00:00:31:27,0.29%
04.04.2025 17:21:57,04.04.2025 17:22:05,XAUUSD.STD,Sell,0.1,3056.04,3048.54,3049.71,3048.54,117,11.7,00:00:00:08,0.23%
04.04.2025 14:15:35,04.04.2025 14:15:53,XAUUSD.STD,Sell,0.1,3137.72,3130.22,3131.75,3130.22,153,15.3,00:00:00:18,0.30%
04.04.2025 14:05:39,04.04.2025 14:07:44,XAUUSD.STD,Sell,0.1,3119.19,3111.69,3113.12,3119.19,-607,-60.7,00:00:02:05,-1.17%
04.04.2025 12:55:38,04.04.2025 12:58:26,XAUUSD.STD,Sell,0.1,3097.73,3090.23,3091.73,3090.23,150,15,00:00:02:48,0.29%
04.04.2025 10:07:29,04.04.2025 10:19:00,XAUUSD.STD,Sell,0.1,3106.12,3098.62,3098.45,3098.62,-17,-1.7,00:00:11:31,-0.03%
04.04.2025 10:08:48,04.04.2025 10:19:00,XAUUSD.STD,Sell,0.1,3106.12,3098.62,3100.12,3098.62,150,15,00:00:10:12,0.29%
03.04.2025 17:01:25,03.04.2025 17:01:48,XAUUSD.STD,Buy,0.1,3084.55,3092.05,3090.04,3092.05,201,20.1,00:00:00:23,0.39%
03.04.2025 16:38:08,03.04.2025 16:39:30,XAUUSD.STD,Sell,0.1,3083.85,3076.35,3077.85,3083.85,-600,-60,00:00:01:22,-1.16%
